Year,Country,AverageTemperature
1911,Bosnia And Herzegovina,10.51566667
1911,Botswana,21.39066667
1911,Brazil,24.28908333
1911,British Virgin Islands,26.05166667
1911,Bulgaria,10.32908333
1911,Burkina Faso,27.24175
1911,Burma,23.40441667
1911,Burundi,20.10691667
1911,Cambodia,26.65391667
1911,Cameroon,23.71466667
1911,Canada,-5.536833333
1911,Cape Verde,23.67408333
1911,Cayman Islands,26.74125
1911,Central African Republic,24.69633333
1911,Chad,26.51125
1911,Chile,9.1155
1911,China,6.297
1911,Christmas Island,25.37791667
1911,Colombia,24.39891667
1911,Comoros,25.0645
1911,Congo,23.8315
1911,Congo (Democratic Republic Of The),23.42925
1911,Costa Rica,25.48875
1911,Croatia,11.57391667
1911,Cuba,25.40433333
1911,Curaçao,26.98733333
1911,Cyprus,17.9315
1911,Czech Republic,8.353333333
1911,Côte D'Ivoire,25.24991667
1911,Denmark,-18.62725
1911,Denmark (Europe),8.7835
1911,Djibouti,28.74425
1911,Dominica,25.79366667
1911,Dominican Republic,25.3195
1911,Ecuador,21.438
1911,Egypt,22.184
1911,El Salvador,24.98533333
1911,Equatorial Guinea,24.16858333
1911,Eritrea,26.25125
1911,Estonia,5.09225
1911,Ethiopia,22.90991667
1911,Europe,8.060916667
1911,Falkland Islands (Islas Malvinas),5.993083333
1911,Faroe Islands,6.838666667
1911,Federated States Of Micronesia,26.531
1911,Fiji,24.79091667
1911,Finland,1.76225
1911,France,13.16291667
1911,France (Europe),10.94216667
1911,French Guiana,25.26058333
1911,French Polynesia,25.70241667
1911,Gabon,23.52158333
1911,Gambia,27.17166667
1911,Gaza Strip,18.31816667
1911,Georgia,6.58475
1911,Germany,9.026
1911,Ghana,25.86158333
1911,Greece,14.43425
1911,Greenland,-19.19141667
1911,Grenada,26.4285
1911,Guadeloupe,26.02041667
1911,Guam,26.59616667
1911,Guatemala,23.10116667
1911,Guernsey,11.52233333
1911,Guinea,24.97033333
1911,Guinea Bissau,26.367
1911,Guyana,25.56316667
1911,Haiti,26.08333333
1911,Honduras,24.72508333
1911,Hong Kong,22.46016667
1911,Hungary,10.12291667
1911,Iceland,1.633333333
1911,India,23.86933333
1911,Indonesia,25.35966667
1911,Iran,16.20358333
1911,Iraq,20.29566667
1911,Ireland,9.72125
1911,Isle Of Man,9.903916667
1911,Israel,18.85225
1911,Italy,12.90383333
1911,Jamaica,26.07
1911,Japan,11.98008333
1911,Jersey,11.52233333
1911,Jordan,18.51191667
1911,Kazakhstan,4.711166667
1911,Kenya,23.82875
1911,Kingman Reef,26.67383333
1911,Kiribati,26.33
1911,Kuwait,23.69583333
1911,Kyrgyzstan,3.247416667
1911,Laos,23.76983333
1911,Latvia,5.592333333
1911,Lebanon,16.59975
1911,Lesotho,13.18541667
1911,Liberia,24.83983333
1911,Libya,21.88925
1911,Liechtenstein,5.220833333
1911,Lithuania,6.3195
1911,Luxembourg,9.905916667
1911,Macau,22.25808333
1911,Macedonia,10.262
1911,Madagascar,22.17341667
1911,Malawi,20.772
1911,Malaysia,25.57866667
1911,Mali,27.79825
1911,Malta,18.54766667
1911,Martinique,25.79366667
1911,Mauritania,27.08708333
1911,Mauritius,23.09525
1911,Mayotte,25.69466667
1911,Mexico,20.62141667
1911,Moldova,8.438416667
1911,Monaco,9.4485
1911,Mongolia,-0.78475
1911,Montenegro,10.19008333
1911,Montserrat,26.07575
1911,Morocco,17.19766667
1911,Mozambique,22.95916667
1911,Namibia,20.06516667
1911,Nepal,14.63416667
1911,Netherlands,10.31341667
1911,Netherlands (Europe),9.944666667
1911,New Caledonia,22.57141667
1911,New Zealand,10.25708333
1911,Nicaragua,25.95383333
1911,Niger,26.80791667
1911,Nigeria,26.07175
1911,Niue,24.59266667
1911,North America,1.928916667
1911,North Korea,6.261833333
1911,Northern Mariana Islands,26.59616667
1911,Norway,0.52375
1911,Oceania,21.18766667
1911,Oman,26.333
1911,Pakistan,20.24433333
1911,Palau,26.73716667
1911,Palestina,22.77066667
1911,Palmyra Atoll,26.70325
1911,Panama,26.10758333
1911,Papua New Guinea,24.15875
1911,Paraguay,22.34891667
1911,Peru,19.58075
1911,Philippines,26.04575
1911,Poland,8.1025
1911,Portugal,14.36933333
1911,Puerto Rico,25.17883333
1911,Qatar,25.7435
1911,Reunion,22.88616667
1911,Romania,8.75625
1911,Russia,-5.830333333
1911,Rwanda,19.40266667
1911,Saint Barthélemy,26.30533333
1911,Saint Kitts And Nevis,25.56091667
1911,Saint Lucia,26.33525
1911,Saint Martin,26.30533333
1911,Saint Pierre And Miquelon,3.693416667
1911,Saint Vincent And The Grenadines,26.48283333
1911,Samoa,25.92191667
1911,San Marino,13.988
1911,Sao Tome And Principe,24.99775
1911,Saudi Arabia,24.69025
1911,Senegal,27.60083333
1911,Serbia,10.11266667
1911,Seychelles,26.2335
1911,Sierra Leone,25.579
1911,Singapore,26.35325
1911,Sint Maarten,26.30533333
1911,Slovakia,8.030583333
1911,Slovenia,10.006
1911,Solomon Islands,26.51991667
1911,Somalia,26.65275
1911,South Africa,16.81266667
1911,South America,21.33133333
1911,South Georgia And The South Sandwich Isla,0.858583333
1911,South Korea,11.50191667
1911,Spain,13.41
1911,Sri Lanka,26.86108333
1911,Sudan,26.61725
1911,Suriname,25.77033333
1911,Svalbard And Jan Mayen,-7.68425
1911,Swaziland,18.2455
1911,Sweden,3.094583333
1911,Switzerland,7.54
1911,Syria,16.677
1911,Taiwan,21.646
1911,Tajikistan,3.558083333
1911,Tanzania,21.94525
1911,Thailand,26.00625
1911,Timor Leste,25.57791667
1911,Togo,25.992
1911,Tonga,22.77466667
1911,Trinidad And Tobago,25.77291667
1911,Tunisia,19.78058333
1911,Turkey,10.51575
1911,Turkmenistan,13.4985
1911,Turks And Caicas Islands,26.48566667
1911,Uganda,23.10366667
1911,Ukraine,6.880833333
1911,United Arab Emirates,26.84708333
1911,United Kingdom,9.068916667
1911,United Kingdom (Europe),9.273833333
1911,United States,8.737916667
1911,Uruguay,15.88525
1911,Uzbekistan,11.22258333
1911,Venezuela,24.65425
1911,Vietnam,23.79616667
1911,Virgin Islands,26.05166667
1911,Western Sahara,21.94525
1911,Yemen,25.845
1911,Zambia,20.71191667
1911,Zimbabwe,20.54566667
1911,Åland,6.047333333
1912,Afghanistan,13.90266667
1912,Africa,23.89333333
1912,Albania,12.05783333
1912,Algeria,22.86675
1912,American Samoa,26.32366667
1912,Andorra,10.83983333
1912,Angola,21.92391667
1912,Anguilla,26.468
1912,Antigua And Barbuda,26.24633333
1912,Argentina,14.49891667
1912,Armenia,8.91725
1912,Aruba,27.72991667
1912,Asia,6.689333333
1912,Australia,21.82616667
1912,Austria,5.602916667
1912,Azerbaijan,11.31616667
1912,Bahamas,25.3665
1912,Bahrain,25.57141667
1912,Baker Island,25.29125
1912,Bangladesh,24.68866667
1912,Barbados,26.17433333
1912,Belarus,4.981416667
1912,Belgium,9.468833333
1912,Belize,25.049
1912,Benin,26.67258333
1912,Bhutan,11.53541667
1912,Bolivia,20.86308333
1912,"Bonaire, Saint Eustatius And Saba",26.91383333
1912,Bosnia And Herzegovina,9.720083333
1912,Botswana,21.8355
1912,Brazil,24.4775
1912,British Virgin Islands,26.27325
1912,Bulgaria,9.976333333
1912,Burkina Faso,28.24041667
1912,Burma,23.56866667
1912,Burundi,20.49041667
1912,Cambodia,26.71
1912,Cameroon,24.33158333
1912,Canada,-5.233083333
1912,Cape Verde,23.907
1912,Cayman Islands,26.77083333
1912,Central African Republic,25.19483333
1912,Chad,26.51733333
1912,Chile,9.37675
1912,China,6.076083333
1912,Christmas Island,25.73091667
1912,Colombia,24.6725
1912,Comoros,25.59866667
1912,Congo,24.66116667
1912,Congo (Democratic Republic Of The),24.137
1912,Costa Rica,25.75008333
1912,Croatia,10.6545
1912,Cuba,25.52275
1912,Curaçao,27.1215
1912,Cyprus,18.47941667
1912,Czech Republic,6.975
1912,Côte D'Ivoire,26.21683333
1912,Denmark,-17.59116667
1912,Denmark (Europe),7.64225
1912,Djibouti,28.30333333
1912,Dominica,25.84925
1912,Dominican Republic,25.49191667
1912,Ecuador,21.70958333
1912,Egypt,22
1912,El Salvador,24.95875
1912,Equatorial Guinea,24.93041667
1912,Eritrea,25.9765
1912,Estonia,4.338416667
1912,Ethiopia,22.50316667
1912,Europe,7.30525
1912,Falkland Islands (Islas Malvinas),5.695166667
1912,Faroe Islands,6.522333333
1912,Federated States Of Micronesia,26.39216667
1912,Fiji,24.64216667
1912,Finland,0.28525
1912,France,12.54033333
1912,France (Europe),10.139
1912,French Guiana,25.57541667
1912,French Polynesia,25.70225
1912,Gabon,24.336
1912,Gambia,27.31133333
1912,Gaza Strip,18.94333333
1912,Georgia,8.136333333
1912,Germany,7.837416667
1912,Ghana,26.73966667
1912,Greece,14.42291667
1912,Greenland,-18.11041667
1912,Grenada,26.47708333
1912,Guadeloupe,26.11216667
1912,Guam,26.53008333
1912,Guatemala,23.1275
1912,Guernsey,10.87358333
1912,Guinea,25.6095
1912,Guinea Bissau,26.66333333
1912,Guyana,25.8195
1912,Haiti,26.27625
1912,Honduras,24.77141667
1912,Hong Kong,22.43175
1912,Hungary,8.884333333
1912,Iceland,1.631416667
1912,India,24.00708333
1912,Indonesia,25.499
1912,Iran,17.54016667
1912,Iraq,21.82933333
1912,Ireland,9.27275
1912,Isle Of Man,9.279083333
1912,Israel,19.35333333
1912,Italy,12.21441667
1912,Jamaica,26.11175
1912,Japan,11.45325
1912,Jersey,10.87358333
1912,Jordan,19.10716667
1912,Kazakhstan,4.93475
1912,Kenya,23.72875
1912,Kingman Reef,26.80808333
1912,Kiribati,26.474
1912,Kuwait,25.10675
1912,Kyrgyzstan,3.776333333
1912,Laos,23.4045
1912,Latvia,4.757
1912,Lebanon,17.38708333
1912,Lesotho,13.72125
1912,Liberia,25.56883333
1912,Libya,21.76666667
1912,Liechtenstein,4.129
1912,Lithuania,5.309166667
1912,Luxembourg,9.005916667
1912,Macau,22.19833333
1912,Macedonia,9.81925
1912,Madagascar,22.81241667
1912,Malawi,21.54658333
1912,Malaysia,25.7325
1912,Mali,28.57033333
1912,Malta,18.287
1912,Martinique,25.84925
1912,Mauritania,27.51241667
1912,Mauritius,23.36016667
1912,Mayotte,26.27108333
1912,Mexico,19.987
1912,Moldova,7.988
1912,Monaco,8.506166667
1912,Mongolia,-2.023
1912,Montenegro,9.552833333
1912,Montserrat,26.17625
1912,Morocco,17.35833333
1912,Mozambique,23.72258333
1912,Namibia,20.10116667
1912,Nepal,14.58958333
1912,Netherlands,9.53775
1912,Netherlands (Europe),9.148833333
1912,New Caledonia,22.50116667
1912,New Zealand,9.689666667
1912,Nicaragua,26.07708333
1912,Niger,26.8935
1912,Nigeria,26.2385
1912,Niue,24.77508333
1912,North America,1.867083333
1912,North Korea,5.942416667
1912,Northern Mariana Islands,26.53008333
1912,Norway,-0.277583333
1912,Oceania,21.61908333
1912,Oman,26.75325
1912,Pakistan,20.64141667
1912,Palau,26.77125
1912,Palestina,22.84241667
1912,Palmyra Atoll,26.8375
1912,Panama,26.48041667
1912,Papua New Guinea,24.47408333
1912,Paraguay,23.02191667
1912,Peru,19.7875
1912,Philippines,26.387
1912,Poland,6.787083333
1912,Portugal,14.24066667
1912,Puerto Rico,25.41108333
1912,Qatar,26.4545
1912,Reunion,23.15066667
1912,Romania,8.051083333
1912,Russia,-6.864416667
1912,Rwanda,19.7055
1912,Saint Barthélemy,26.468
1912,Saint Kitts And Nevis,25.68191667
1912,Saint Lucia,26.3615
1912,Saint Martin,26.468
1912,Saint Pierre And Miquelon,3.648416667
1912,Saint Vincent And The Grenadines,26.51025
1912,Samoa,26.02925
1912,San Marino,13.29191667
1912,Sao Tome And Principe,25.70841667
1912,Saudi Arabia,25.19075
1912,Senegal,27.7815
1912,Serbia,9.269833333
1912,Seychelles,26.52658333
1912,Sierra Leone,26.16175
1912,Singapore,26.52441667
1912,Sint Maarten,26.468
1912,Slovakia,6.705083333
1912,Slovenia,9.056833333
1912,Solomon Islands,26.48033333
1912,Somalia,26.31875
1912,South Africa,17.111
1912,South America,21.63408333
1912,South Georgia And The South Sandwich Isla,0.58025
1912,South Korea,11.238
1912,Spain,13.22133333
1912,Sri Lanka,26.98008333
1912,Sudan,26.552
1912,Suriname,26.03466667
1912,Svalbard And Jan Mayen,-8.526666667
1912,Swaziland,18.86283333
1912,Sweden,2.039666667
1912,Switzerland,6.47825
1912,Syria,17.87008333
1912,Taiwan,21.72783333
1912,Tajikistan,4.143
1912,Tanzania,22.33933333
1912,Thailand,25.91725
1912,Timor Leste,25.5665
1912,Togo,26.58908333
1912,Tonga,22.77833333
1912,Trinidad And Tobago,25.86991667
1912,Tunisia,19.75241667
1912,Turkey,11.60608333
1912,Turkmenistan,14.64825
1912,Turks And Caicas Islands,26.72141667
1912,Uganda,23.224
1912,Ukraine,6.618333333
1912,United Arab Emirates,27.46441667
1912,United Kingdom,8.44125
1912,United Kingdom (Europe),8.621333333
1912,United States,8.140916667
1912,Uruguay,16.86191667
1912,Uzbekistan,12.14483333
1912,Venezuela,24.82566667
1912,Vietnam,23.6675
1912,Virgin Islands,26.27325
1912,Western Sahara,22.16125
1912,Yemen,25.822
1912,Zambia,21.44575
1912,Zimbabwe,21.38591667
1912,Åland,5.07075
1913,Afghanistan,13.85925
1913,Africa,23.98058333
1913,Albania,12.35216667
1913,Algeria,23.07925
1913,American Samoa,26.11575
1913,Andorra,11.34758333
1913,Angola,21.82366667
1913,Anguilla,25.92666667
1913,Antigua And Barbuda,25.75658333
1913,Argentina,15.15933333
1913,Armenia,8.095333333
1913,Aruba,27.3515
1913,Asia,7.06725
1913,Australia,21.18783333
1913,Austria,6.134333333
1913,Azerbaijan,10.95866667
1913,Bahamas,24.9515
1913,Bahrain,25.54958333
1913,Baker Island,24.95858333
1913,Bangladesh,24.45391667
1913,Barbados,25.8225
1913,Belarus,6.649916667
1913,Belgium,9.8945
1913,Belize,24.72741667
1913,Benin,27.33508333
1913,Bhutan,11.35658333
1913,Bolivia,20.99925
1913,"Bonaire, Saint Eustatius And Saba",26.54566667
1913,Bosnia And Herzegovina,10.117
1913,Botswana,22.07208333
1913,Brazil,24.59566667
1913,British Virgin Islands,25.62408333
1913,Bulgaria,10.05741667
1913,Burkina Faso,28.43616667
1913,Burma,23.41191667
1913,Burundi,20.09958333
1913,Cambodia,26.39091667
1913,Cameroon,24.50316667
1913,Canada,-5.774666667
1913,Cape Verde,23.51225
1913,Cayman Islands,26.39266667
1913,Central African Republic,25.17875
1913,Chad,26.9125
1913,Chile,9.600083333
1913,China,6.138416667
1913,Christmas Island,25.45308333
1913,Colombia,24.28291667
1913,Comoros,25.42633333
1913,Congo,24.51691667
1913,Congo (Democratic Republic Of The),23.778
1913,Costa Rica,25.20233333
1913,Croatia,11.07283333
1913,Cuba,25.12425
1913,Curaçao,26.75733333
1913,Cyprus,18.12308333
1913,Czech Republic,7.705916667
1913,Côte D'Ivoire,26.17775
1913,Denmark,-18.47391667
1913,Denmark (Europe),8.513166667
1913,Djibouti,28.22783333
1913,Dominica,25.43858333
1913,Dominican Republic,25.01225
1913,Ecuador,21.32325
1913,Egypt,21.787
1913,El Salvador,24.41075
1913,Equatorial Guinea,25.14583333
1913,Eritrea,25.96716667
1913,Estonia,5.721166667
1913,Ethiopia,22.407
1913,Europe,8.051583333
1913,Falkland Islands (Islas Malvinas),5.877416667
1913,Faroe Islands,6.931666667
1913,Federated States Of Micronesia,26.58375
1913,Fiji,24.52416667
1913,Finland,1.689166667
1913,France,12.9135
1913,France (Europe),10.62808333
1913,French Guiana,25.334
1913,French Polynesia,25.69408333
1913,Gabon,24.36791667
1913,Gambia,27.71808333
1913,Gaza Strip,18.45258333
1913,Georgia,7.695916667
1913,Germany,8.50675
1913,Ghana,26.92741667
1913,Greece,14.4015
1913,Greenland,-19.02908333
1913,Grenada,26.15908333
1913,Guadeloupe,25.65075
1913,Guam,26.75166667
1913,Guatemala,22.70041667
1913,Guernsey,11.3065
1913,Guinea,25.70875
1913,Guinea Bissau,26.96416667
1913,Guyana,25.47141667
1913,Haiti,25.81841667
1913,Honduras,24.31058333
1913,Hong Kong,22.34541667
1913,Hungary,9.409416667
1913,Iceland,1.705416667
1913,India,23.70083333
1913,Indonesia,25.24325
1913,Iran,17.33291667
1913,Iraq,21.15158333
1913,Ireland,9.548416667
1913,Isle Of Man,9.671
1913,Israel,18.84441667
1913,Italy,12.66258333
1913,Jamaica,25.7275
1913,Japan,10.98683333
1913,Jersey,11.3065
1913,Jordan,18.57275
1913,Kazakhstan,5.523416667
1913,Kenya,23.883
1913,Kingman Reef,26.7915
1913,Kiribati,26.38958333
1913,Kuwait,24.66908333
1913,Kyrgyzstan,2.971666667
1913,Laos,23.10291667
1913,Latvia,6.245333333
1913,Lebanon,16.9185
1913,Lesotho,13.73091667
1913,Liberia,25.58325
1913,Libya,22.17841667
1913,Liechtenstein,4.656916667
1913,Lithuania,6.797583333
1913,Luxembourg,9.51075
1913,Macau,22.10316667
1913,Macedonia,10.03008333
1913,Madagascar,22.52583333
1913,Malawi,21.21383333
1913,Malaysia,25.41141667
1913,Mali,28.75491667
1913,Malta,18.80916667
1913,Martinique,25.43858333
1913,Mauritania,27.7225
1913,Mauritius,23.08825
1913,Mayotte,26.06725
1913,Mexico,19.89833333
1913,Moldova,9.062583333
1913,Monaco,8.994333333
1913,Mongolia,-0.884333333
1913,Montenegro,9.906916667
1913,Montserrat,25.7025
1913,Morocco,17.61725
1913,Mozambique,23.52366667
1913,Namibia,20.56808333
1913,Nepal,14.25766667
1913,Netherlands,9.98925
1913,Netherlands (Europe),9.619083333
1913,New Caledonia,22.57691667
1913,New Zealand,10.02108333
1913,Nicaragua,25.57041667
1913,Niger,27.53175
1913,Nigeria,26.82941667
1913,Niue,24.50325
1913,North America,1.70375
1913,North Korea,5.923416667
1913,Northern Mariana Islands,26.75166667
1913,Norway,0.459833333
1913,Oceania,21.0405
1913,Oman,26.75358333
1913,Pakistan,20.29208333
1913,Palau,26.975
1913,Palestina,22.72191667
1913,Palmyra Atoll,26.82166667
1913,Panama,25.91708333
1913,Papua New Guinea,24.27316667
1913,Paraguay,23.55016667
1913,Peru,19.688
1913,Philippines,26.13541667
1913,Poland,7.882333333
1913,Portugal,14.43
1913,Puerto Rico,24.76725
1913,Qatar,26.48616667
1913,Reunion,22.8905
1913,Romania,8.481333333
1913,Russia,-5.726416667
1913,Rwanda,19.29916667
1913,Saint Barthélemy,25.92666667
1913,Saint Kitts And Nevis,25.1545
1913,Saint Lucia,26.007
1913,Saint Martin,25.92666667
1913,Saint Pierre And Miquelon,4.27275
1913,Saint Vincent And The Grenadines,26.16383333
1913,Samoa,25.83166667
1913,San Marino,13.59925
1913,Sao Tome And Principe,25.91691667
1913,Saudi Arabia,24.89333333
1913,Senegal,28.13725
1913,Serbia,9.598333333
1913,Seychelles,26.46583333
1913,Sierra Leone,26.24
1913,Singapore,26.25541667
1913,Sint Maarten,25.92666667
1913,Slovakia,7.433166667
1913,Slovenia,9.460833333
1913,Solomon Islands,26.49333333
1913,Somalia,26.45791667
1913,South Africa,17.30616667
1913,South America,21.76883333
1913,South Georgia And The South Sandwich Isla,0.656833333
1913,South Korea,10.95291667
1913,Spain,13.55658333
1913,Sri Lanka,27.03091667
1913,Sudan,26.43133333
1913,Suriname,25.77033333
1913,Svalbard And Jan Mayen,-7.771166667
1913,Swaziland,18.99766667
1913,Sweden,2.9445
1913,Switzerland,7.005
1913,Syria,17.1845
1913,Taiwan,21.6915
1913,Tajikistan,3.814083333
1913,Tanzania,22.1165
1913,Thailand,25.71741667
1913,Timor Leste,25.19383333
1913,Togo,27.08575
1913,Tonga,22.61633333
1913,Trinidad And Tobago,25.59358333
1913,Tunisia,20.2275
1913,Turkey,10.944
1913,Turkmenistan,14.69483333
1913,Turks And Caicas Islands,26.18575
1913,Uganda,22.79991667
1913,Ukraine,8.043666667
1913,United Arab Emirates,27.54016667
1913,United Kingdom,8.82525
1913,United Kingdom (Europe),9.024
1913,United States,8.552166667
1913,Uruguay,17.65516667
1913,Uzbekistan,12.27425
1913,Venezuela,24.50066667
1913,Vietnam,23.28966667
1913,Virgin Islands,25.62408333
1913,Western Sahara,22.31925
1913,Yemen,25.73291667
1913,Zambia,21.30658333
1913,Zimbabwe,21.41591667
1913,Åland,6.12525
1914,Afghanistan,14.29683333
1914,Africa,24.25666667
1914,Albania,12.01583333
1914,Algeria,23.04316667
1914,American Samoa,26.36816667
1914,Andorra,10.8265
1914,Angola,21.73241667
1914,Anguilla,26.37966667
1914,Antigua And Barbuda,26.22658333
1914,Argentina,14.4905
1914,Armenia,8.490166667
1914,Aruba,27.82141667
1914,Asia,7.481583333
1914,Australia,22.18633333
1914,Austria,5.851
1914,Azerbaijan,11.30941667
1914,Bahamas,24.86516667
1914,Bahrain,25.78566667
1914,Baker Island,25.30266667
1914,Bangladesh,24.59966667
1914,Barbados,26.3085
1914,Belarus,6.432833333
1914,Belgium,9.716916667
1914,Belize,24.81483333
1914,Benin,27.52433333
1914,Bhutan,11.59058333
1914,Bolivia,21.22483333
1914,"Bonaire, Saint Eustatius And Saba",27.01491667
1914,Bosnia And Herzegovina,9.608666667
1914,Botswana,22.17083333
1914,Brazil,24.89925
1914,British Virgin Islands,26.10375
1914,Bulgaria,9.790333333
1914,Burkina Faso,28.41075
1914,Burma,23.454
1914,Burundi,19.96241667
1914,Cambodia,26.80608333
1914,Cameroon,24.72708333
1914,Canada,-5.778166667
1914,Cape Verde,23.79583333
1914,Cayman Islands,26.56108333
1914,Central African Republic,25.884
1914,Chad,27.86908333
1914,Chile,9.272833333
1914,China,6.81875
1914,Christmas Island,25.799
1914,Colombia,24.75433333
1914,Comoros,25.70158333
1914,Congo,24.50416667
1914,Congo (Democratic Republic Of The),23.90266667
1914,Costa Rica,25.55716667
1914,Croatia,10.55433333
1914,Cuba,25.22066667
1914,Curaçao,27.23275
1914,Cyprus,18.44908333
1914,Czech Republic,7.628583333
1914,Côte D'Ivoire,26.11566667
1914,Denmark,-19.73766667
1914,Denmark (Europe),8.889666667
1914,Djibouti,28.87291667
1914,Dominica,25.94808333
1914,Dominican Republic,25.48358333
1914,Ecuador,21.85525
1914,Egypt,22.50941667
1914,El Salvador,24.72908333
1914,Equatorial Guinea,25.03425
1914,Eritrea,26.82858333
1914,Estonia,5.79375
1914,Ethiopia,23.202
1914,Europe,7.944583333
1914,Falkland Islands (Islas Malvinas),5.90225
1914,Faroe Islands,6.787
1914,Federated States Of Micronesia,26.6605
1914,Fiji,24.54091667
1914,Finland,1.904
1914,France,12.68975
1914,France (Europe),10.28925
1914,French Guiana,25.72083333
1914,French Polynesia,25.91275
1914,Gabon,24.24641667
1914,Gambia,27.41458333
1914,Gaza Strip,18.66625
1914,Georgia,8.07275
1914,Germany,8.486916667
1914,Ghana,26.96725
1914,Greece,14.28275
1914,Greenland,-20.32675
1914,Grenada,26.59
1914,Guadeloupe,26.13283333
1914,Guam,26.68675
1914,Guatemala,22.88658333
1914,Guernsey,11.19225
1914,Guinea,25.488
1914,Guinea Bissau,26.597
1914,Guyana,25.8455
1914,Haiti,26.22716667
1914,Honduras,24.56333333
1914,Hong Kong,23.08183333
1914,Hungary,9.009583333
1914,Iceland,0.929583333
1914,India,23.8255
1914,Indonesia,25.45308333
1914,Iran,17.74958333
1914,Iraq,21.32975
1914,Ireland,9.721916667
1914,Isle Of Man,9.87575
1914,Israel,19.1405
1914,Italy,12.3405
1914,Jamaica,26.02091667
1914,Japan,12.48716667
1914,Jersey,11.19225
1914,Jordan,18.832
1914,Kazakhstan,5.774916667
1914,Kenya,24.29591667
1914,Kingman Reef,27.0405
1914,Kiribati,26.66291667
1914,Kuwait,24.7995
1914,Kyrgyzstan,3.8185
1914,Laos,23.89416667
1914,Latvia,6.273916667
1914,Lebanon,17.06566667
1914,Lesotho,13.93291667
1914,Liberia,25.45508333
1914,Libya,22.39625
1914,Liechtenstein,4.43475
1914,Lithuania,6.78725
1914,Luxembourg,9.265666667
1914,Macau,22.86525
1914,Macedonia,9.745416667
1914,Madagascar,22.72908333
1914,Malawi,21.5365
1914,Malaysia,25.87525
1914,Mali,28.60716667
1914,Malta,17.873
1914,Martinique,25.94808333
1914,Mauritania,27.64841667
1914,Mauritius,23.5805
1914,Mayotte,26.291
1914,Mexico,20.21175
1914,Moldova,8.717666667
1914,Monaco,8.62525
1914,Mongolia,-0.392916667
1914,Montenegro,9.475166667
1914,Montserrat,26.17791667
1914,Morocco,17.30716667
1914,Mozambique,23.651
1914,Namibia,20.56416667
1914,Nepal,14.60041667
1914,Netherlands,10.04483333
1914,Netherlands (Europe),9.66525
1914,New Caledonia,22.56291667
1914,New Zealand,10.08333333
1914,Nicaragua,25.87966667
1914,Niger,28.08416667
1914,Nigeria,27.16391667
1914,Niue,24.77233333
1914,North America,1.747583333
1914,North Korea,7.369833333
1914,Northern Mariana Islands,26.68675
1914,Norway,0.666583333
1914,Oceania,21.93641667
1914,Oman,26.73025
1914,Pakistan,20.53591667
1914,Palau,27.14325
1914,Palestina,22.75408333
1914,Palmyra Atoll,27.07283333
1914,Panama,26.314
1914,Papua New Guinea,24.08058333
1914,Paraguay,23.73733333
1914,Peru,19.86833333
1914,Philippines,26.437
1914,Poland,7.913083333
1914,Portugal,14.4285
1914,Puerto Rico,25.29583333
1914,Qatar,26.67341667
1914,Reunion,23.29975
1914,Romania,8.097916667
1914,Russia,-5.374166667
1914,Rwanda,19.07216667
1914,Saint Barthélemy,26.37966667
1914,Saint Kitts And Nevis,25.63816667
1914,Saint Lucia,26.492
1914,Saint Martin,26.37966667
1914,Saint Pierre And Miquelon,3.404333333
1914,Saint Vincent And The Grenadines,26.63375
1914,Samoa,26.06266667
1914,San Marino,13.32266667
1914,Sao Tome And Principe,25.77116667
1914,Saudi Arabia,25.23125
1914,Senegal,27.89625
1914,Serbia,9.132583333
1914,Seychelles,26.85566667
1914,Sierra Leone,26.06825
1914,Singapore,26.64891667
1914,Sint Maarten,26.37966667
1914,Slovakia,7.21525
1914,Slovenia,8.984333333
1914,Solomon Islands,26.434
1914,Somalia,26.78125
1914,South Africa,17.3855
1914,South America,21.89508333
1914,South Georgia And The South Sandwich Isla,1.465416667
1914,South Korea,12.57191667
1914,Spain,13.34491667
1914,Sri Lanka,27.2895
1914,Sudan,27.47708333
1914,Suriname,26.20008333
1914,Svalbard And Jan Mayen,-8.282916667
1914,Swaziland,19.04783333
1914,Sweden,3.399583333
1914,Switzerland,6.7395
1914,Syria,17.37533333
1914,Taiwan,22.00616667
1914,Tajikistan,4.48825
1914,Tanzania,22.39991667
1914,Thailand,26.12858333
1914,Timor Leste,25.266
1914,Togo,27.18375
1914,Tonga,22.76008333
1914,Trinidad And Tobago,25.96858333
1914,Tunisia,19.799
1914,Turkey,11.19191667
1914,Turkmenistan,15.48675
1914,Turks And Caicas Islands,26.50558333
1914,Uganda,23.00158333
1914,Ukraine,7.764666667
1914,United Arab Emirates,27.63566667
1914,United Kingdom,8.97575
1914,United Kingdom (Europe),9.169
1914,United States,8.8765
1914,Uruguay,17.45266667
1914,Uzbekistan,13.03275
1914,Venezuela,24.92533333
1914,Vietnam,23.98925
1914,Virgin Islands,26.10375
1914,Western Sahara,22.39325
1914,Yemen,26.05625
1914,Zambia,21.54708333
1914,Zimbabwe,21.47716667
1914,Åland,6.556166667
1915,Afghanistan,14.91458333
1915,Africa,24.17425
1915,Albania,12.69041667
1915,Algeria,22.82116667
1915,American Samoa,26.04183333
1915,Andorra,10.90275
1915,Angola,21.74458333
1915,Anguilla,26.62233333
1915,Antigua And Barbuda,26.47841667
1915,Argentina,14.58533333
1915,Armenia,8.907666667
1915,Aruba,28.28033333
1915,Asia,7.21575
